given_name,user_name,profile_link,association,followed_by,,
IDEAS at UC Santa Cruz 🦋🐿️🌲,ideasucsc,https://www.instagram.com/ideasucsc/,University of California - Santa Cruz,@ucscsjp,,
Santa Cruz Cop Watch,santacruzcopwatch,https://www.instagram.com/santacruzcopwatch/,University of California - Santa Cruz,@ucscsjp,,
Vanderbilt Divest Coalition,vanderbiltdivestcoalition,https://www.instagram.com/vanderbiltdivestcoalition/,University of California - Santa Cruz,@ucscsjp,,
Student Dining Workers Union,ucsc_sdwu,https://www.instagram.com/ucsc_sdwu/,University of California - Santa Cruz,@ucscsjp,,
Cañada College Students for Palestine,canada4pali,https://www.instagram.com/canada4pali/,University of California - Santa Cruz,@ucscsjp,,
Yalies4Palestine,yalies4palestine,https://www.instagram.com/yalies4palestine/,University of California - Santa Cruz,@ucscsjp,,
Hofstra Student Voices for Palestine,hofstra.svp,https://www.instagram.com/hofstra.svp/,University of California - Santa Cruz,@ucscsjp,,
Anti-Imperialist South Asian Association,aisaa_ucsc,https://www.instagram.com/aisaa_ucsc/,University of California - Santa Cruz,@ucscsjp,,
AFSCME 3299,afscme_3299,https://www.instagram.com/afscme_3299/,University of California - Santa Cruz,@ucscsjp,,
SJP at UVA,sjpuva,https://www.instagram.com/sjpuva/,University of California - Santa Cruz,@ucscsjp,,
Learn For Artsakh 🪻🕊️,learn4artsakh,https://www.instagram.com/learn4artsakh/,University of California - Santa Cruz,@ucscsjp,,
Texas Tech Students for Justice in Palestine,ttu.sjp,https://www.instagram.com/ttu.sjp/,University of California - Santa Cruz,@ucscsjp,,
SJP UNL,sjp_unl,https://www.instagram.com/sjp_unl/,University of California - Santa Cruz,@ucscsjp,,
Asian Americans in Santa Cruz,asianamericanssc,https://www.instagram.com/asianamericanssc/,University of California - Santa Cruz,@ucscsjp,,
,hasbaratracker,https://www.instagram.com/hasbaratracker/,University of California - Santa Cruz,@ucscsjp,,
UCSC Institute of the Arts and Sciences,ucscias,https://www.instagram.com/ucscias/,University of California - Santa Cruz,@ucscsjp,,
PeaceLoveResistance,peaceloveresistance,https://www.instagram.com/peaceloveresistance/,University of California - Santa Cruz,@ucscsjp,,
Jews for Palestine,harvj4p,https://www.instagram.com/harvj4p/,University of California - Santa Cruz,@ucscsjp,,
Columbia University Apartheid Divest (CUAD),cuapartheiddivest,https://www.instagram.com/cuapartheiddivest/,University of California - Santa Cruz,@ucscsjp,,
Sudanese Diaspora Network,sdn.world,https://www.instagram.com/sdn.world/,University of California - Santa Cruz,@ucscsjp,,
Undocumented Student-Led Network 🦋,undoc_sn,https://www.instagram.com/undoc_sn/,University of California - Santa Cruz,@ucscsjp,,
ucsc black lives matter garden,ucscblmgrden,https://www.instagram.com/ucscblmgrden/,University of California - Santa Cruz,@ucscsjp,,
UCI Divest,ucidivest,https://www.instagram.com/ucidivest/,University of California - Santa Cruz,@ucscsjp,,
,jumanamanna,https://www.instagram.com/jumanamanna/,University of California - Santa Cruz,@ucscsjp,,
SJP at UToledo,utsjp,https://www.instagram.com/utsjp/,University of California - Santa Cruz,@ucscsjp,,
College of Staten Island SJP,sjp_csi,https://www.instagram.com/sjp_csi/,University of California - Santa Cruz,@ucscsjp,,
UC Divest Coalition at UCLA,ucladivest,https://www.instagram.com/ucladivest/,University of California - Santa Cruz,@ucscsjp,,
ucsd_fjp,ucsd_fjp,https://www.instagram.com/ucsd_fjp/,University of California - Santa Cruz,@ucscsjp,,
UC Alumni For Palestine,ucalumni4palestine,https://www.instagram.com/ucalumni4palestine/,University of California - Santa Cruz,@ucscsjp,,
Rank & File Irvine,rankandfileirvine,https://www.instagram.com/rankandfileirvine/,University of California - Santa Cruz,@ucscsjp,,
Berkeley FSJP,berkeleyfjp,https://www.instagram.com/berkeleyfjp/,University of California - Santa Cruz,@ucscsjp,,
Middle Eastern Student Center,mescucr,https://www.instagram.com/mescucr/,University of California - Santa Cruz,@ucscsjp,,
UCSC Undocu Student Services,undocuslugs,https://www.instagram.com/undocuslugs/,University of California - Santa Cruz,@ucscsjp,,
Hermanas Unidas de UCSC,haudeucsc,https://www.instagram.com/haudeucsc/,University of California - Santa Cruz,@ucscsjp,,
S.C.A.L.E. at USC,uscscale,https://www.instagram.com/uscscale/,University of California - Santa Cruz,@ucscsjp,,
READ BIO,queerhaus_sc,https://www.instagram.com/queerhaus_sc/,University of California - Santa Cruz,@ucscsjp,,
💚🌿 Rachel Carson Garden 🌱💚,rachelcarsongarden,https://www.instagram.com/rachelcarsongarden/,University of California - Santa Cruz,@ucscsjp,,
"Davis Graduate, Medical, Veterinary, & Law Students 4 Palestine",davisgrads4palestine,https://www.instagram.com/davisgrads4palestine/,University of California - Santa Cruz,@ucscsjp,,
UC Berkeley Students for Justice in Palestine,ucb.sjp,https://www.instagram.com/ucb.sjp/,University of California - Santa Cruz,@ucscsjp,,
PYM San Diego,pymsandiego,https://www.instagram.com/pymsandiego/,University of California - Santa Cruz,@ucscsjp,,
Student-Parent Org @UCSC,ucsc_spo,https://www.instagram.com/ucsc_spo/,University of California - Santa Cruz,@ucscsjp,,
UCSC Staff for Peace,ucsc.staff.for.peace,https://www.instagram.com/ucsc.staff.for.peace/,University of California - Santa Cruz,@ucscsjp,,
CampesinaWombJustice,campesinawombjustice,https://www.instagram.com/campesinawombjustice/,University of California - Santa Cruz,@ucscsjp,,
Davis Revolutionary Student Union,rsudavis,https://www.instagram.com/rsudavis/,University of California - Santa Cruz,@ucscsjp,,
UCSC AIRC,aircucsc,https://www.instagram.com/aircucsc/,University of California - Santa Cruz,@ucscsjp,,
UCSC Planned Parenthood,plannedparenthooducsc,https://www.instagram.com/plannedparenthooducsc/,University of California - Santa Cruz,@ucscsjp,,
Yemeni Alliance Committee,yemenialliancecommittee,https://www.instagram.com/yemenialliancecommittee/,University of California - Santa Cruz,@ucscsjp,,
UCSC ASA,ucsc_asa,https://www.instagram.com/ucsc_asa/,University of California - Santa Cruz,@ucscsjp,,
Palestinian Student Relief Fund,palestinianstudentrelief,https://www.instagram.com/palestinianstudentrelief/,University of California - Santa Cruz,@ucscsjp,,
Northwestern SJP 🇵🇸,nu.sjp,https://www.instagram.com/nu.sjp/,University of California - Santa Cruz,@ucscsjp,,
SJP Loyola Marymount University,sjplmu,https://www.instagram.com/sjplmu/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine at UC Davis,sjpatucd2,https://www.instagram.com/sjpatucd2/,University of California - Santa Cruz,@ucscsjp,,
پونه,thepouneh,https://www.instagram.com/thepouneh/,University of California - Santa Cruz,@ucscsjp,,
TAHRIR coalition,tahrirumich,https://www.instagram.com/tahrirumich/,University of California - Santa Cruz,@ucscsjp,,
,sjpmercer,https://www.instagram.com/sjpmercer/,University of California - Santa Cruz,@ucscsjp,,
,umoja.ucsc,https://www.instagram.com/umoja.ucsc/,University of California - Santa Cruz,@ucscsjp,,
Jewish Voice For Peace at the University of Michigan,jvpumich,https://www.instagram.com/jvpumich/,University of California - Santa Cruz,@ucscsjp,,
Healthcare Workers For Palestine - Maine,hcw4p_me,https://www.instagram.com/hcw4p_me/,University of California - Santa Cruz,@ucscsjp,,
Bisan Owda,wizard_bisan1Verified,https://www.instagram.com/wizard_bisan1/,University of California - Santa Cruz,@ucscsjp,,
thepeopleforpalestine,the.people.for.palestine,https://www.instagram.com/the.people.for.palestine/,University of California - Santa Cruz,@ucscsjp,,
Labor For Palestine,laborforpalestine,https://www.instagram.com/laborforpalestine/,University of California - Santa Cruz,@ucscsjp,,
alQaws القوس,alqaws_orgVerified,https://www.instagram.com/alqaws_org/,University of California - Santa Cruz,@ucscsjp,,
‘Canes for Palestine,canesforpalestine,https://www.instagram.com/canesforpalestine/,University of California - Santa Cruz,@ucscsjp,,
Jews for Palestine UIUC,jewsforpalestineuiuc,https://www.instagram.com/jewsforpalestineuiuc/,University of California - Santa Cruz,@ucscsjp,,
UC Divest Coalition at UCSB,ucsbdivest,https://www.instagram.com/ucsbdivest/,University of California - Santa Cruz,@ucscsjp,,
UIUC Faculty for Justice in Palestine,uiucfjp,https://www.instagram.com/uiucfjp/,University of California - Santa Cruz,@ucscsjp,,
Pomona Divest from Apartheid (PDfA),pomonadivestapartheid,https://www.instagram.com/pomonadivestapartheid/,University of California - Santa Cruz,@ucscsjp,,
Brown SJP 🇵🇸🐻,brown.sjp,https://www.instagram.com/brown.sjp/,University of California - Santa Cruz,@ucscsjp,,
Berkeley LSJP,berkeleylawforpalestine,https://www.instagram.com/berkeleylawforpalestine/,University of California - Santa Cruz,@ucscsjp,,
Healthcare Workers for Palestine - San Diego,hcw4palestinesandiego,https://www.instagram.com/hcw4palestinesandiego/,University of California - Santa Cruz,@ucscsjp,,
Monterey Palestine Solidarity,monterey_palestine_solidarity,https://www.instagram.com/monterey_palestine_solidarity/,University of California - Santa Cruz,@ucscsjp,,
BMCC SJP,bmccsjp,https://www.instagram.com/bmccsjp/,University of California - Santa Cruz,@ucscsjp,,
SUA Office of Diversity and Inclusion at UCSC,suavpd.ucsc,https://www.instagram.com/suavpd.ucsc/,University of California - Santa Cruz,@ucscsjp,,
SJP 🇵🇸 UAlberta,sjp.uofa,https://www.instagram.com/sjp.uofa/,University of California - Santa Cruz,@ucscsjp,,
Brooklyn College SJP 🇵🇸,bc_sjp,https://www.instagram.com/bc_sjp/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine at UGA,uga_sjp,https://www.instagram.com/uga_sjp/,University of California - Santa Cruz,@ucscsjp,,
ADC National,adcnationalVerified,https://www.instagram.com/adcnational/,University of California - Santa Cruz,@ucscsjp,,
Hirbawi® Official,hirbawi,https://www.instagram.com/hirbawi/,University of California - Santa Cruz,@ucscsjp,,
Stanford Faculty & Staff for Justice in Palestine,stanfordfsjp,https://www.instagram.com/stanfordfsjp/,University of California - Santa Cruz,@ucscsjp,,
Bi-Co SJP,sjpbico,https://www.instagram.com/sjpbico/,University of California - Santa Cruz,@ucscsjp,,
PYM DMV,dmvpym,https://www.instagram.com/dmvpym/,University of California - Santa Cruz,@ucscsjp,,
PYM Toronto,pymtoronto,https://www.instagram.com/pymtoronto/,University of California - Santa Cruz,@ucscsjp,,
PYM Montreal,pymmontreal,https://www.instagram.com/pymmontreal/,University of California - Santa Cruz,@ucscsjp,,
PYM Bay Area,bayareapym,https://www.instagram.com/bayareapym/,University of California - Santa Cruz,@ucscsjp,,
Williams College Students for Justice in Palestine,williams_sjp,https://www.instagram.com/williams_sjp/,University of California - Santa Cruz,@ucscsjp,,
Central Connecticut State Univerity SJP,ccsusjp,https://www.instagram.com/ccsusjp/,University of California - Santa Cruz,@ucscsjp,,
"Lincoln for Palestine - Lincoln, NE",lincolnforpalestine,https://www.instagram.com/lincolnforpalestine/,University of California - Santa Cruz,@ucscsjp,,
SJP at CPP,sjpcpp,https://www.instagram.com/sjpcpp/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine at UCLA Law,lsjpucla,https://www.instagram.com/lsjpucla/,University of California - Santa Cruz,@ucscsjp,,
Moritz Law SJP at The Ohio State University,osumoritzlsjp,https://www.instagram.com/osumoritzlsjp/,University of California - Santa Cruz,@ucscsjp,,
NYU LSJP,nyulsjp,https://www.instagram.com/nyulsjp/,University of California - Santa Cruz,@ucscsjp,,
Suffolk University Students for Justice in Palestine,suffolksjp,https://www.instagram.com/suffolksjp/,University of California - Santa Cruz,@ucscsjp,,
Faculty4JusticeInPalestineUCSC,fjpucsc,https://www.instagram.com/fjpucsc/,University of California - Santa Cruz,@ucscsjp,,
SJP @ TMU,sjptmu,https://www.instagram.com/sjptmu/,University of California - Santa Cruz,@ucscsjp,,
PoC Sustainability Collective,pocsustainability,https://www.instagram.com/pocsustainability/,University of California - Santa Cruz,@ucscsjp,,
Miami University (OH) Students for Justice in Palestine,mu.sjp,https://www.instagram.com/mu.sjp/,University of California - Santa Cruz,@ucscsjp,,
Jews Against White Supremacy UCSC,jawsucsc,https://www.instagram.com/jawsucsc/,University of California - Santa Cruz,@ucscsjp,,
SJP Houston 🇵🇸,sjphtx,https://www.instagram.com/sjphtx/,University of California - Santa Cruz,@ucscsjp,,
Wellesley SJP,wellesley.sjp,https://www.instagram.com/wellesley.sjp/,University of California - Santa Cruz,@ucscsjp,,
SJP UR,sjp.ur,https://www.instagram.com/sjp.ur/,University of California - Santa Cruz,@ucscsjp,,
SJP at UofSC,uofsc_sjp,https://www.instagram.com/uofsc_sjp/,University of California - Santa Cruz,@ucscsjp,,
Duke SJP,duke_sjp,https://www.instagram.com/duke_sjp/,University of California - Santa Cruz,@ucscsjp,,
UVM Students for Justice in Palestine,uvm.sjp,https://www.instagram.com/uvm.sjp/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine at Reed College,reed.sjp,https://www.instagram.com/reed.sjp/,University of California - Santa Cruz,@ucscsjp,,
Carleton College SJP🇵🇸,sjpcarletoncollege,https://www.instagram.com/sjpcarletoncollege/,University of California - Santa Cruz,@ucscsjp,,
AU SJP🇵🇸,au_sjp,https://www.instagram.com/au_sjp/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine,sjpatcsulb,https://www.instagram.com/sjpatcsulb/,University of California - Santa Cruz,@ucscsjp,,
Columbia Students for Justice in Palestine🇵🇸,sjp.columbia,https://www.instagram.com/sjp.columbia/,University of California - Santa Cruz,@ucscsjp,,
DSA Santa Cruz,dsasantacruz,https://www.instagram.com/dsasantacruz/,University of California - Santa Cruz,@ucscsjp,,
College 9 & John Lewis College,ucsc9_jrl,https://www.instagram.com/ucsc9_jrl/,University of California - Santa Cruz,@ucscsjp,,
UCSC Student Union Assembly,ucscsua,https://www.instagram.com/ucscsua/,University of California - Santa Cruz,@ucscsjp,,
Palestine Solidarity Committee,psc.tamu,https://www.instagram.com/psc.tamu/,University of California - Santa Cruz,@ucscsjp,,
Whitman Students for Justice in Palestine 🇵🇸,whitman_sjp,https://www.instagram.com/whitman_sjp/,University of California - Santa Cruz,@ucscsjp,,
Students For Justice in Palestine- Irvine Valley College,sjpativc,https://www.instagram.com/sjpativc/,University of California - Santa Cruz,@ucscsjp,,
SJP at the UofA,sjp_uarizona,https://www.instagram.com/sjp_uarizona/,University of California - Santa Cruz,@ucscsjp,,
SFJP@UH 🇵🇸,sfjpuh,https://www.instagram.com/sfjpuh/,University of California - Santa Cruz,@ucscsjp,,
Seattle University SJP,seattleusjp,https://www.instagram.com/seattleusjp/,University of California - Santa Cruz,@ucscsjp,,
PSU Students United for Palestinian Equal Rights,psu_super,https://www.instagram.com/psu_super/,University of California - Santa Cruz,@ucscsjp,,
Colorado College SJP,cc_sjp,https://www.instagram.com/cc_sjp/,University of California - Santa Cruz,@ucscsjp,,
SUPER @ OSU,palestineosu,https://www.instagram.com/palestineosu/,University of California - Santa Cruz,@ucscsjp,,
Harvard Undergraduate Palestine Solidarity Committee,harvxrdpsc,https://www.instagram.com/harvxrdpsc/,University of California - Santa Cruz,@ucscsjp,,
"Al-Awda, PRRC",alawdaprrc,https://www.instagram.com/alawdaprrc/,University of California - Santa Cruz,@ucscsjp,,
US Campaign for Palestinian Rights,uscpr,https://www.instagram.com/uscpr/,University of California - Santa Cruz,@ucscsjp,,
Hurriya Coalition تحالف الحرية 🇵🇸,hurriyamsu,https://www.instagram.com/hurriyamsu/,University of California - Santa Cruz,@ucscsjp,,
Palestine Solidarity Central Coast,palestinesolidarity.cc,https://www.instagram.com/palestinesolidarity.cc/,University of California - Santa Cruz,@ucscsjp,,
Silberman Social Workers for Palestine,ssw4palestine,https://www.instagram.com/ssw4palestine/,University of California - Santa Cruz,@ucscsjp,,
Plestia Alaqad | بلستيا العقاد,byplestiaVerified,https://www.instagram.com/byplestia/,University of California - Santa Cruz,@ucscsjp,,
Motaz Azaiza مُعْتَز عَزَايْزَة ⚡️,motaz_azaizaVerified,https://www.instagram.com/motaz_azaiza/,University of California - Santa Cruz,@ucscsjp,,
SJP,sjptufts,https://www.instagram.com/sjptufts/,University of California - Santa Cruz,@ucscsjp,,
Swarthmore SJP,swarthmoresjp,https://www.instagram.com/swarthmoresjp/,University of California - Santa Cruz,@ucscsjp,,
Trading Rack,santacruztradingrack,https://www.instagram.com/santacruztradingrack/,University of California - Santa Cruz,@ucscsjp,,
Palestine Festival of Literature,palfest,https://www.instagram.com/palfest/,University of California - Santa Cruz,@ucscsjp,,
DISSENTERS,wearedissenters,https://www.instagram.com/wearedissenters/,University of California - Santa Cruz,@ucscsjp,,
Lowkey,lowkeyonline,https://www.instagram.com/lowkeyonline/,University of California - Santa Cruz,@ucscsjp,,
,grupo_nauhcampa,https://www.instagram.com/grupo_nauhcampa/,University of California - Santa Cruz,@ucscsjp,,
☀️,ucscbipoc,https://www.instagram.com/ucscbipoc/,University of California - Santa Cruz,@ucscsjp,,
,ucethnicstudiescouncil,https://www.instagram.com/ucethnicstudiescouncil/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine at Columbia College Chicago 🇵🇸,sjpccc,https://www.instagram.com/sjpccc/,University of California - Santa Cruz,@ucscsjp,,
Vassar SJP,vassarsjp,https://www.instagram.com/vassarsjp/,University of California - Santa Cruz,@ucscsjp,,
SJP at UArizona,sjpuarizona,https://www.instagram.com/sjpuarizona/,University of California - Santa Cruz,@ucscsjp,,
SJP at Pitt,sjp_pitt,https://www.instagram.com/sjp_pitt/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine - Vanderbilt,sjpvanderbilt,https://www.instagram.com/sjpvanderbilt/,University of California - Santa Cruz,@ucscsjp,,
SJP DU,denisonsjp,https://www.instagram.com/denisonsjp/,University of California - Santa Cruz,@ucscsjp,,
UA Students for Justice in Palestine,sjpakron,https://www.instagram.com/sjpakron/,University of California - Santa Cruz,@ucscsjp,,
Buffs 4 Palestine 🇵🇸,boulder_sjp,https://www.instagram.com/boulder_sjp/,University of California - Santa Cruz,@ucscsjp,,
UCSC SANAI 🪶,sanaiucsc,https://www.instagram.com/sanaiucsc/,University of California - Santa Cruz,@ucscsjp,,
"PAL-Awda, Bay Area",palawdabayarea,https://www.instagram.com/palawdabayarea/,University of California - Santa Cruz,@ucscsjp,,
Palestinian Feminist Collective,palestinianfeministcollective,https://www.instagram.com/palestinianfeministcollective/,University of California - Santa Cruz,@ucscsjp,,
Jewish Voice for Peace Bay Area,jvpbayarea,https://www.instagram.com/jvpbayarea/,University of California - Santa Cruz,@ucscsjp,,
Santa Cruz Cares,santacruzcares,https://www.instagram.com/santacruzcares/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine at Braxdeis,brandeix_sjp,https://www.instagram.com/brandeix_sjp/,University of California - Santa Cruz,@ucscsjp,,
Let’s Talk Palestine,letstalkpalestine,https://www.instagram.com/letstalkpalestine/,University of California - Santa Cruz,@ucscsjp,,
CUSN,cusn.ucsc,https://www.instagram.com/cusn.ucsc/,University of California - Santa Cruz,@ucscsjp,,
Hatem Al-Bazian,hatembazian,https://www.instagram.com/hatembazian/,University of California - Santa Cruz,@ucscsjp,,
SJP @ Oxy 🇵🇸,oxysjp,https://www.instagram.com/oxysjp/,University of California - Santa Cruz,@ucscsjp,,
Middlebury SJP,sjp_middlebury,https://www.instagram.com/sjp_middlebury/,University of California - Santa Cruz,@ucscsjp,,
Stanford Students for Justice in Palestine,stanfordsjp,https://www.instagram.com/stanfordsjp/,University of California - Santa Cruz,@ucscsjp,,
SJP at UIC,sjpuic,https://www.instagram.com/sjpuic/,University of California - Santa Cruz,@ucscsjp,,
مريم,disorientalizing,https://www.instagram.com/disorientalizing/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine,sjpamsterdam,https://www.instagram.com/sjpamsterdam/,University of California - Santa Cruz,@ucscsjp,,
UCSC ASA,ucscasa,https://www.instagram.com/ucscasa/,University of California - Santa Cruz,@ucscsjp,,
Myanmar Student Union,msu.skyline,https://www.instagram.com/msu.skyline/,University of California - Santa Cruz,@ucscsjp,,
☆ STUDENTS 4 ROOTED RESISTANCE ☆,s4r2.ucsc,https://www.instagram.com/s4r2.ucsc/,University of California - Santa Cruz,@ucscsjp,,
Beldaan Solidarity Network,beldaan,https://www.instagram.com/beldaan/,University of California - Santa Cruz,@ucscsjp,,
UC Divest Coalition at UCSC,ucscdivest,https://www.instagram.com/ucscdivest/,University of California - Santa Cruz,@ucscsjp,,
Barrios Unidos,santa_cruz_barrios_unidos,https://www.instagram.com/santa_cruz_barrios_unidos/,University of California - Santa Cruz,@ucscsjp,,
MEChA de UCSC 🦅,mechadeucsc,https://www.instagram.com/mechadeucsc/,University of California - Santa Cruz,@ucscsjp,,
MELA de San Pancho✊🏾,meladesanpancho,https://www.instagram.com/meladesanpancho/,University of California - Santa Cruz,@ucscsjp,,
"East Meadow, UCSC Campus, Awaswas-speaking Ohlone Territory",protecteastmeadow,https://www.instagram.com/protecteastmeadow/,University of California - Santa Cruz,@ucscsjp,,
Health For Palestine,health4palestine,https://www.instagram.com/health4palestine/,University of California - Santa Cruz,@ucscsjp,,
NYU SJP,nyu_sjp,https://www.instagram.com/nyu_sjp/,University of California - Santa Cruz,@ucscsjp,,
Hermanos de UCSC,hermanosdeucsc,https://www.instagram.com/hermanosdeucsc/,University of California - Santa Cruz,@ucscsjp,,
Wayne State University SJP 𓂆,sjpwsu,https://www.instagram.com/sjpwsu/,University of California - Santa Cruz,@ucscsjp,,
SJP Marquette,sjpmarquette,https://www.instagram.com/sjpmarquette/,University of California - Santa Cruz,@ucscsjp,,
Coalition_for_Peace,fsucfp,https://www.instagram.com/fsucfp/,University of California - Santa Cruz,@ucscsjp,,
SJP at CSU Sacramento,sjp.csus,https://www.instagram.com/sjp.csus/,University of California - Santa Cruz,@ucscsjp,,
Northeastern SJP,nusjp,https://www.instagram.com/nusjp/,University of California - Santa Cruz,@ucscsjp,,
Butler University SJP Chapter,sjpbutler_,https://www.instagram.com/sjpbutler_/,University of California - Santa Cruz,@ucscsjp,,
Louisville Students for Justice in Palestine (LSJP),louisvillesjp,https://www.instagram.com/louisvillesjp/,University of California - Santa Cruz,@ucscsjp,,
Palestinian Public Health at UC Berkeley,ucb_pph,https://www.instagram.com/ucb_pph/,University of California - Santa Cruz,@ucscsjp,,
Community Ed,ucsc_communityed,https://www.instagram.com/ucsc_communityed/,University of California - Santa Cruz,@ucscsjp,,
Mixed Students of UCSC,ucsc_mecsa,https://www.instagram.com/ucsc_mecsa/,University of California - Santa Cruz,@ucscsjp,,
Palestinian Public Health,palestinianpublichealth,https://www.instagram.com/palestinianpublichealth/,University of California - Santa Cruz,@ucscsjp,,
#UTDivest,utd_divest,https://www.instagram.com/utd_divest/,University of California - Santa Cruz,@ucscsjp,,
BAYAN USA,bayan_usa,https://www.instagram.com/bayan_usa/,University of California - Santa Cruz,@ucscsjp,,
Jewish Voice for Peace,jewishvoiceforpeace,https://www.instagram.com/jewishvoiceforpeace/,University of California - Santa Cruz,@ucscsjp,,
ILPS US,ilps.us,https://www.instagram.com/ilps.us/,University of California - Santa Cruz,@ucscsjp,,
Abolish the UC!,abolishtheuc,https://www.instagram.com/abolishtheuc/,University of California - Santa Cruz,@ucscsjp,,
UC Divest Coalition,uc_divest,https://www.instagram.com/uc_divest/,University of California - Santa Cruz,@ucscsjp,,
Palestine Solidarity Committee at USD,pscusd,https://www.instagram.com/pscusd/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine at Moorpark College,moorparkc.sjp,https://www.instagram.com/moorparkc.sjp/,University of California - Santa Cruz,@ucscsjp,,
US Palestine Mental Health Network,us_pmhn,https://www.instagram.com/us_pmhn/,University of California - Santa Cruz,@ucscsjp,,
Students Enacting Environmental Defense,uc_seed,https://www.instagram.com/uc_seed/,University of California - Santa Cruz,@ucscsjp,,
PSA UCSC,ucsc.psa,https://www.instagram.com/ucsc.psa/,University of California - Santa Cruz,@ucscsjp,,
Arab Student Union,ucsc_asu,https://www.instagram.com/ucsc_asu/,University of California - Santa Cruz,@ucscsjp,,
SoCal SJP🇵🇸,socalsjp,https://www.instagram.com/socalsjp/,University of California - Santa Cruz,@ucscsjp,,
Afghans In Solidarity,afghansinsolidarity,https://www.instagram.com/afghansinsolidarity/,University of California - Santa Cruz,@ucscsjp,,
Handala Coalition of Michigan,handalacoalition,https://www.instagram.com/handalacoalition/,University of California - Santa Cruz,@ucscsjp,,
CanadaPalestineAssociation/BDS Vancouver,cpavancouver,https://www.instagram.com/cpavancouver/,University of California - Santa Cruz,@ucscsjp,,
SJP at CSUN🇵🇸✌️,sjpatcsun,https://www.instagram.com/sjpatcsun/,University of California - Santa Cruz,@ucscsjp,,
Boston Uni SJP 🇵🇸,bu_sjp,https://www.instagram.com/bu_sjp/,University of California - Santa Cruz,@ucscsjp,,
Tabby Cat Cafe,tabbycatcafe,https://www.instagram.com/tabbycatcafe/,University of California - Santa Cruz,@ucscsjp,,
North America Nakba Tour,nakbatour,https://www.instagram.com/nakbatour/,University of California - Santa Cruz,@ucscsjp,,
UR SJP,ur_sjp,https://www.instagram.com/ur_sjp/,University of California - Santa Cruz,@ucscsjp,,
SubRosa Community Space,subrosa_space,https://www.instagram.com/subrosa_space/,University of California - Santa Cruz,@ucscsjp,,
UCSC Mauna Kea Protectors,ucscmaunakeaprotectors,https://www.instagram.com/ucscmaunakeaprotectors/,University of California - Santa Cruz,@ucscsjp,,
Palestinian Community Initiative,pcihouston,https://www.instagram.com/pcihouston/,University of California - Santa Cruz,@ucscsjp,,
Anakbayan USA,anakbayanusa,https://www.instagram.com/anakbayanusa/,University of California - Santa Cruz,@ucscsjp,,
,sjpuchicago,https://www.instagram.com/sjpuchicago/,University of California - Santa Cruz,@ucscsjp,,
Palestine Foundation,palestinefoundation,https://www.instagram.com/palestinefoundation/,University of California - Santa Cruz,@ucscsjp,,
Swarthmore JVP,swarthmorejvp,https://www.instagram.com/swarthmorejvp/,University of California - Santa Cruz,@ucscsjp,,
Coalition Against Apartheid,mit_caa,https://www.instagram.com/mit_caa/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine- UW Madison,sjpuwmadison,https://www.instagram.com/sjpuwmadison/,University of California - Santa Cruz,@ucscsjp,,
ILPS Seattle-Tacoma,ilps.seattle.tacoma,https://www.instagram.com/ilps.seattle.tacoma/,University of California - Santa Cruz,@ucscsjp,,
SUPER UW,super_uw,https://www.instagram.com/super_uw/,University of California - Santa Cruz,@ucscsjp,,
Palestine Museum US,palestinemuseum.us,https://www.instagram.com/palestinemuseum.us/,University of California - Santa Cruz,@ucscsjp,,
Wellesley SJP,wellesley_sjp,https://www.instagram.com/wellesley_sjp/,University of California - Santa Cruz,@ucscsjp,,
MESA UCR,mesaucr,https://www.instagram.com/mesaucr/,University of California - Santa Cruz,@ucscsjp,,
US Palestinian Community Ntwrk,uspcn,https://www.instagram.com/uspcn/,University of California - Santa Cruz,@ucscsjp,,
Arab American Civic Council,arabcouncil,https://www.instagram.com/arabcouncil/,University of California - Santa Cruz,@ucscsjp,,
Lionel Cantú Queer Resource Center,cantuqueercenter,https://www.instagram.com/cantuqueercenter/,University of California - Santa Cruz,@ucscsjp,,
Cowell Coffee Shop,cowellcoffeeshop,https://www.instagram.com/cowellcoffeeshop/,University of California - Santa Cruz,@ucscsjp,,
UCSC's AA/PI Resource Center,aapirc_ucsc,https://www.instagram.com/aapirc_ucsc/,University of California - Santa Cruz,@ucscsjp,,
SCU SJP,scusjp,https://www.instagram.com/scusjp/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine,sjsusjp,https://www.instagram.com/sjsusjp/,University of California - Santa Cruz,@ucscsjp,,
Students for Justice in Palestine at CU,sjpchapman,https://www.instagram.com/sjpchapman/,University of California - Santa Cruz,@ucscsjp,,
Claremont SJP,claremontsjp,https://www.instagram.com/claremontsjp/,University of California - Santa Cruz,@ucscsjp,,
